rank,company,ticker,cik,fiscal_year,executive_name,title,salary,bonus,stock_awards,option_awards,non_equity_incentive,pension_change,other_comp,total_comp
68,RTX Corp.,RTX,0000101829,2023,"$956,250",,"956,250.00",0.00,"1,100,000.00",0.00,"2,813,482.00",0.00,"1,896,354.00",0.00
68,RTX Corp.,RTX,0000101829,2022,"$876,250",,"876,250.00",0.00,"1,200,000.00",0.00,"2,453,365.00",0.00,"1,686,546.00",0.00
68,RTX Corp.,RTX,0000101829,2024,"$1,200,000",,"1,200,000.00",0.00,"2,320,000.00",0.00,"6,159,916.00",0.00,"3,984,256.00","17,732.00"
68,RTX Corp.,RTX,0000101829,2023,"$1,675,000",,"1,675,000.00",0.00,"2,780,000.00",0.00,"9,772,488.00",0.00,"6,586,686.00","13,194.00"
68,RTX Corp.,RTX,0000101829,2022,"$1,656,250",,"1,656,250.00",0.00,"3,900,000.00",0.00,"9,352,104.00",0.00,"6,425,871.00","9,712.00"
68,RTX Corp.,RTX,0000101829,2024,"$803,750",,"803,750.00",0.00,"900,000.00",0.00,"2,156,111.00",0.00,"1,394,816.00","4,248.00"
68,RTX Corp.,RTX,0000101829,2024,"$724,167",,"724,167.00",0.00,"950,000.00",0.00,"2,001,902.00",0.00,"1,294,720.00",0.00
68,RTX Corp.,RTX,0000101829,2024,"$568,462",,"568,462.00",0.00,"565,000.00",0.00,"3,633,256.00",0.00,"400,384.00",0.00
68,RTX Corp.,RTX,0000101829,2024,"$753,846",,"753,846.00",0.00,"795,000.00",0.00,"2,772,009.00",0.00,"1,793,024.00",0.00
68,RTX Corp.,RTX,0000101829,2023,"$839,231",,"839,231.00",0.00,"840,000.00",0.00,"2,369,146.00",0.00,"1,597,968.00","20,531.00"
68,RTX Corp.,RTX,0000101829,2022,"$788,462",,"788,462.00",0.00,"900,000.00",0.00,"3,066,587.00",0.00,"2,107,093.00",0.00
69,American Express Co.,AXP,0000004962,2024,S.J. Squeri,,0.00,"1,500,000.00",0.00,"10,500,000.00",0.00,"19,762,638.00",0.00,"4,449,938.00"
69,American Express Co.,AXP,0000004962,2023,Chairman and CEO,,0.00,"1,500,000.00",0.00,"9,750,000.00",0.00,"19,287,280.00",0.00,"4,449,964.00"
69,American Express Co.,AXP,0000004962,2022,Chairman and CEO,,0.00,"1,500,000.00",0.00,"10,312,500.00",0.00,"16,834,744.00",0.00,"18,799,985.00"
69,American Express Co.,AXP,0000004962,2024,C.Y. Le Caillec(1),,0.00,"750,000.00",0.00,"3,950,000.00",0.00,"3,908,131.00",0.00,"879,983.00"
69,American Express Co.,AXP,0000004962,2023,Chief Financial Officer,,0.00,"719,129.00",0.00,"2,650,000.00",0.00,"2,708,888.00",0.00,0.00
69,American Express Co.,AXP,0000004962,2024,D.E. Buckminster,,0.00,"1,100,000.00",0.00,"6,950,000.00",0.00,"6,128,644.00",0.00,"1,379,948.00"
69,American Express Co.,AXP,0000004962,2023,Vice Chairman,,0.00,"1,100,000.00",0.00,"6,500,000.00",0.00,"6,281,184.00",0.00,"1,379,970.00"
69,American Express Co.,AXP,0000004962,2022,Vice Chairman,,0.00,"1,100,000.00",0.00,"7,200,000.00",0.00,"6,288,477.00",0.00,"1,379,956.00"
69,American Express Co.,AXP,0000004962,2024,A.D. Williams,,0.00,"1,000,000.00",0.00,"6,000,000.00",0.00,"5,151,556.00",0.00,"1,159,952.00"
69,American Express Co.,AXP,0000004962,2023,"Former Group President, Enterprise Services and Former CEO of AENB",,0.00,"1,000,000.00",0.00,"5,750,000.00",0.00,"5,265,119.00",0.00,"1,159,960.00"
69,American Express Co.,AXP,0000004962,2022,"Former Group President, Enterprise Services and Former CEO of AENB",,0.00,"1,000,000.00",0.00,"6,037,500.00",0.00,"5,376,343.00",0.00,"5,659,955.00"
69,American Express Co.,AXP,0000004962,2024,L.E. Seeger,,0.00,"875,000.00",0.00,"5,125,000.00",0.00,"4,174,467.00",0.00,"939,957.00"
69,American Express Co.,AXP,0000004962,2023,Chief Legal Officer,,0.00,"875,000.00",0.00,"4,500,000.00",0.00,"4,274,053.00",0.00,"939,950.00"
69,American Express Co.,AXP,0000004962,2022,Chief Legal Officer,,0.00,"872,917.00",0.00,"4,900,000.00",0.00,"4,314,238.00",0.00,"4,439,975.00"
71,Merck & Co. Inc.,MRK,0000310158,2024,"Robert M. DavisChairman, Chief ExecutiveOfficer and President",,0.00,"1,623,874.00",0.00,"13,077,541.00",0.00,"4,650,010.00","2,761,650.00","511,878.00"
71,Merck & Co. Inc.,MRK,0000310158,2023,"Robert M. DavisChairman, Chief ExecutiveOfficer and President",,"1,603,091.00",0.00,"9,997,585.00","4,050,000.00","3,585,300.00","651,163.00","386,148.00","20,273,287.00"
71,Merck & Co. Inc.,MRK,0000310158,2022,"Robert M. DavisChairman, Chief ExecutiveOfficer and President",,"1,538,613.00",0.00,"8,868,587.00","3,524,995.00","4,125,150.00","180,259.00","412,490.00","18,650,093.00"
71,Merck & Co. Inc.,MRK,0000310158,2024,Caroline LitchfieldExecutive Vice President and Chief Financial Officer,,"1,166,044.00",0.00,"3,585,716.00","1,275,008.00","1,333,800.00",0.00,"147,210.00","7,507,778.00"
71,Merck & Co. Inc.,MRK,0000310158,2023,Caroline LitchfieldExecutive Vice President and Chief Financial Officer,,"1,093,063.00",0.00,"3,147,375.00","1,275,003.00","1,665,000.00","792,534.00","327,410.00","8,300,385.00"
71,Merck & Co. Inc.,MRK,0000310158,2022,Caroline LitchfieldExecutive Vice President and Chief Financial Officer,,"959,959.00",0.00,"2,075,595.00","824,999.00","1,735,500.00",0.00,"326,605.00","5,922,657.00"
71,Merck & Co. Inc.,MRK,0000310158,2024,"Richard R. DeLuca, Jr.Executive Vice President and President, Merck Animal Health",,"958,747.00",0.00,"5,699,835.00","960,000.00","1,096,680.00","268,758.00","114,511.00","9,098,531.00"
71,Merck & Co. Inc.,MRK,0000310158,2023,"Richard R. DeLuca, Jr.Executive Vice President and President, Merck Animal Health",,"910,027.00",0.00,"2,369,846.00","959,999.00","1,369,000.00","470,087.00","118,931.00","6,197,890.00"
71,Merck & Co. Inc.,MRK,0000310158,2022,"Richard R. DeLuca, Jr.Executive Vice President and President, Merck Animal Health",,"840,522.00",0.00,"2,264,301.00","899,993.00","1,513,000.00",0.00,"101,011.00","5,618,828.00"
71,Merck & Co. Inc.,MRK,0000310158,2024,Betty LarsonExecutive Vice President and Chief Human Resources Officer,,"604,396.00","725,000.00","6,635,712.00","2,295,014.00","685,246.00","32,106.00","280,323.00","11,257,796.00"
71,Merck & Co. Inc.,MRK,0000310158,2023,Betty LarsonExecutive Vice President and Chief Human Resources Officer,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,Merck & Co. Inc.,MRK,0000310158,2022,Betty LarsonExecutive Vice President and Chief Human Resources Officer,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,Merck & Co. Inc.,MRK,0000310158,2024,"Dean Li, M.D., Ph.D.Executive Vice Presidentand President, Merck Research Laboratories",,"1,451,077.00",0.00,"4,724,760.00","1,680,000.00","1,659,840.00","400,472.00","170,183.00","10,086,332.00"
71,Merck & Co. Inc.,MRK,0000310158,2023,"Dean Li, M.D., Ph.D.Executive Vice Presidentand President, Merck Research Laboratories",,"1,368,819.00",0.00,"4,147,202.00","1,679,999.00","2,072,000.00","339,249.00","172,146.00","9,779,414.00"
71,Merck & Co. Inc.,MRK,0000310158,2022,"Dean Li, M.D., Ph.D.Executive Vice Presidentand President, Merck Research Laboratories",,"1,095,055.00",0.00,"2,943,574.00","1,169,998.00","2,225,000.00","210,204.00","122,233.00","7,766,063.00"
72,StoneX Group Inc.,SNEX,0000931059,2017,Seamus Lagan,,0.00,0.00,0.00,0.00,0.00,"52,000.00",0.00,0.00
72,StoneX Group Inc.,SNEX,0000931059,2016,"President, CEO, Interim",,0.00,0.00,0.00,"200,000.00",0.00,"100,000.00",0.00,"374,118.00"
72,StoneX Group Inc.,SNEX,0000931059,2017,Michael Pollack,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2024,Gary A. ShiffmanChairman and CEO,,0.00,"900,000.00",0.00,"495,000.00",0.00,"558,688.00",0.00,"14,433.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2023,Gary A. ShiffmanChairman and CEO,,0.00,"900,000.00",0.00,"747,000.00",0.00,"9,283,660.00",0.00,"16,086.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2022,Gary A. ShiffmanChairman and CEO,,0.00,"900,000.00",0.00,"1,665,000.00",0.00,"12,395,450.00",0.00,"6,132.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2024,John McLarenPresident,,0.00,"340,734.00",0.00,"225,000.00",0.00,"2,635,200.00",0.00,"61,932.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2023,John McLarenPresident,,0.00,"400,000.00",0.00,"200,000.00",0.00,0.00,0.00,"39,987.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2022,John McLarenPresident,,0.00,"650,000.00",0.00,"1,202,500.00",0.00,"3,645,721.00",0.00,"37,324.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2024,"Fernando Castro-CaratiniExecutive Vice President, CFO, Treasurer and Secretary",,0.00,"550,000.00",0.00,"185,625.00",0.00,"1,676,063.00",0.00,"10,889.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2023,"Fernando Castro-CaratiniExecutive Vice President, CFO, Treasurer and Secretary",,0.00,"550,000.00",0.00,"366,850.00",0.00,"2,475,643.00",0.00,"8,637.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2022,"Fernando Castro-CaratiniExecutive Vice President, CFO, Treasurer and Secretary",,0.00,"474,868.00",0.00,"669,625.00",0.00,"1,533,655.00",0.00,"7,205.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2024,"Bruce D. ThelenExecutive Vice President, COO",,0.00,"500,000.00",0.00,"187,500.00",0.00,"1,899,538.00",0.00,"8,458.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2023,"Bruce D. ThelenExecutive Vice President, COO",,0.00,"500,000.00",0.00,"508,250.00",0.00,"2,104,296.00",0.00,"7,560.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2022,"Bruce D. ThelenExecutive Vice President, COO",,0.00,"500,000.00",0.00,"527,500.00",0.00,"1,559,186.00",0.00,"7,205.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2024,Aaron WeissExecutive Vice President of Corporate Strategy and Business Development,,0.00,"525,000.00",0.00,"895,313.00",0.00,"1,899,538.00",0.00,"61,932.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2023,Aaron WeissExecutive Vice President of Corporate Strategy and Business Development,,0.00,"525,000.00",0.00,"393,488.00",0.00,"1,856,732.00",0.00,"42,643.00"
74,Nationwide Mutual Insurance Co.,N/A,0000912593,2022,Aaron WeissExecutive Vice President of Corporate Strategy and Business Development,,0.00,"525,000.00",0.00,"789,188.00",0.00,"1,039,457.00",0.00,"35,938.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,Charles H. Robbins,,"1,390,000.00",0.00,0.00,0.00,"45,870,690.00",0.00,"5,117,424.00","460,637.00"
77,Cisco Systems Inc.,CSCO,0000858877,2024,Chair and Chief Executive Officer,,"1,390,000.00",0.00,0.00,0.00,"35,373,892.00",0.00,"2,356,328.00","82,434.00"
77,Cisco Systems Inc.,CSCO,0000858877,2023,Chair and Chief Executive Officer,,"1,390,000.00",0.00,0.00,0.00,"24,108,979.00",0.00,"6,266,676.00","78,053.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,R. Scott Herren,,"896,875.00",0.00,0.00,0.00,"21,218,879.00",0.00,"2,031,960.00","145,904.00"
77,Cisco Systems Inc.,CSCO,0000858877,2024,Former Executive Vice President and Chief Financial Officer,,"891,238.00",0.00,0.00,0.00,"16,937,800.00",0.00,"929,757.00","90,232.00"
77,Cisco Systems Inc.,CSCO,0000858877,2023,Former Executive Vice President and Chief Financial Officer,,"869,231.00",0.00,0.00,0.00,"14,201,856.00",0.00,"2,411,505.00","66,417.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,Jeetu Patel,,"859,184.00",0.00,0.00,0.00,"22,742,067.00",0.00,"1,947,596.00","138,588.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,Dev Stahlkopf,,"732,875.00",0.00,0.00,0.00,"13,300,768.00",0.00,"1,660,402.00","132,689.00"
77,Cisco Systems Inc.,CSCO,0000858877,2024,Executive Vice President and Chief Legal Officer,,"728,269.00",0.00,0.00,0.00,"10,941,885.00",0.00,"759,745.00","66,961.00"
77,Cisco Systems Inc.,CSCO,0000858877,2023,Executive Vice President and Chief Legal Officer,,"705,769.00",0.00,0.00,0.00,"7,564,618.00",0.00,"1,957,945.00","15,525.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,Thimaya Subaiya,,"761,731.00",0.00,0.00,0.00,"12,112,001.00",0.00,"1,726,112.00","138,771.00"
77,Cisco Systems Inc.,CSCO,0000858877,2024,"Executive Vice President, Operations",,"668,484.00",0.00,0.00,0.00,"3,966,086.00",0.00,"548,537.00","15,525.00"
77,Cisco Systems Inc.,CSCO,0000858877,2025,Gary Steele,,"792,308.00",0.00,"5,000,000.00",0.00,"20,500,105.00",0.00,0.00,"6,541,142.00"
77,Cisco Systems Inc.,CSCO,0000858877,2024,"Former President, Go-to-Market",,"349,234.00",0.00,"291,781.00",0.00,0.00,0.00,"115,271.00","105,847.00"
79,Coca-Cola Co.,KO,0000021344,2024,James Quincey,,0.00,"1,656,250.00",0.00,0.00,0.00,"9,549,022.00",0.00,"8,588,282.00"
79,Coca-Cola Co.,KO,0000021344,2023,Chairman of the Board and,,"1,600,000.00",0.00,"8,299,550.00","7,217,020.00","6,080,000.00","921,282.00","625,056.00","24,742,908.00"
79,Coca-Cola Co.,KO,0000021344,2022,Chief Executive Officer,,"1,600,000.00",0.00,"8,517,245.00","5,616,094.00","6,080,000.00","490,035.00","519,145.00","22,822,519.00"
79,Coca-Cola Co.,KO,0000021344,2024,John Murphy,,"1,097,980.00",0.00,"3,103,416.00","2,791,195.00","3,159,624.00","818,601.00","232,001.00","11,202,817.00"
79,Coca-Cola Co.,KO,0000021344,2023,President and,,"1,055,750.00",0.00,"3,227,606.00","2,806,614.00","3,038,100.00","725,785.00","272,290.00","11,126,145.00"
79,Coca-Cola Co.,KO,0000021344,2022,Chief Financial Officer,,"961,062.00",0.00,"2,839,082.00","1,872,029.00","2,556,094.00","640,083.00","187,962.00","9,056,312.00"
79,Coca-Cola Co.,KO,0000021344,2024,Manuel Arroyo,,"717,168.00",0.00,"2,227,878.00","1,002,166.00","1,719,809.00","299,775.00","7,117,056.00","13,083,852.00"
79,Coca-Cola Co.,KO,0000021344,2023,Executive Vice President and,,"689,585.00",0.00,"1,844,338.00","1,603,782.00","1,653,665.00","276,429.00","587,344.00","6,655,143.00"
79,Coca-Cola Co.,KO,0000021344,2022,Global Chief Marketing Officer,,"664,625.00",0.00,"3,096,885.00","1,021,310.00","1,590,063.00","264,214.00","714,076.00","7,351,173.00"
79,Coca-Cola Co.,KO,0000021344,2024,Henrique Braun(2),,"726,250.00",0.00,"1,671,066.00","1,502,946.00","1,837,500.00","297,443.00","324,601.00","6,359,806.00"
79,Coca-Cola Co.,KO,0000021344,2023,Executive Vice President and,,"700,000.00",0.00,"1,613,831.00","1,403,312.00","1,662,500.00","321,024.00","1,246,446.00","6,947,113.00"
79,Coca-Cola Co.,KO,0000021344,2024,Jennifer Mann(3),,"723,060.00",0.00,"1,312,964.00","1,180,884.00","1,460,160.00","183,736.00","110,252.00","4,971,056.00"
79,Coca-Cola Co.,KO,0000021344,2023,Executive Vice President and,,"695,250.00",0.00,"1,152,704.00","1,002,361.00","1,333,800.00","264,308.00","65,504.00","4,513,927.00"
80,Eli Lilly and Co.,LLY,0000059478,2024,David A. Ricks,,"1,690,385.00",0.00,0.00,0.00,"19,749,324.00",0.00,"5,705,049.00","1,746,483.00"
80,Eli Lilly and Co.,LLY,0000059478,2023,"Chair, President, and Chief Executive Officer",,"1,621,154.00",0.00,0.00,0.00,"18,840,250.00",0.00,"4,401,433.00","1,439,822.00"
80,Eli Lilly and Co.,LLY,0000059478,2022,"$1,500,000",,"1,500,000.00",0.00,0.00,0.00,"16,981,250.00",0.00,"2,700,000.00",0.00
80,Eli Lilly and Co.,LLY,0000059478,2024,Lucas Montarce,Executive Vice President and Chief Financial Officer,"664,639.00",0.00,0.00,0.00,"1,067,135.00",0.00,"1,114,558.00","62,309.00"
80,Eli Lilly and Co.,LLY,0000059478,2024,"Daniel M. Skovronsky, M.D., Ph.D.",,"1,430,769.00",0.00,0.00,0.00,"7,499,895.00",0.00,"3,219,230.00","281,870.00"
80,Eli Lilly and Co.,LLY,0000059478,2023,"Executive Vice President,","Chief Scientific Officer and President, Lilly Research Laboratories and Lilly Immunology","1,330,769.00",0.00,0.00,0.00,"7,483,400.00",0.00,"2,408,692.00","551,222.00"
80,Eli Lilly and Co.,LLY,0000059478,2022,"$1,201,923",,"1,201,923.00",0.00,0.00,0.00,"5,747,500.00",0.00,"1,442,308.00",0.00
80,Eli Lilly and Co.,LLY,0000059478,2024,Anat Hakim,,"1,000,000.00",0.00,0.00,0.00,"3,950,071.00",0.00,"2,250,000.00","211,521.00"
80,Eli Lilly and Co.,LLY,0000059478,2023,"Executive Vice President, General Counsel and Secretary",,"980,769.00",0.00,0.00,0.00,"3,952,500.00",0.00,"1,775,192.00","239,430.00"
80,Eli Lilly and Co.,LLY,0000059478,2022,"$875,962",,"875,962.00",0.00,0.00,0.00,"3,135,000.00",0.00,"1,051,154.00","146,792.00"
80,Eli Lilly and Co.,LLY,0000059478,2024,Jake Van Naarden,,"890,385.00",0.00,0.00,0.00,"2,700,248.00",0.00,"2,003,366.00","66,887.00"
80,Eli Lilly and Co.,LLY,0000059478,2023,"Executive Vice President and President, Loxo@Lilly",,"830,769.00",0.00,0.00,0.00,"2,424,200.00",0.00,"1,503,692.00","78,013.00"
80,Eli Lilly and Co.,LLY,0000059478,2022,"$735,577",,"735,577.00",0.00,0.00,0.00,"1,933,250.00",0.00,"882,692.00","26,178.00"
80,Eli Lilly and Co.,LLY,0000059478,2024,Gordon Brooks,Interim CFO and Group Vice President - Controller and Corporate Strategy,"558,291.00","50,000.00",5.00,"1,300,190.00","667,660.00","130,820.00","33,497.00","2,740,458.00"
80,Eli Lilly and Co.,LLY,0000059478,2024,Anat Ashkenazi6,,"634,039.00",0.00,0.00,0.00,"3,750,501.00",0.00,0.00,"538,877.00"
80,Eli Lilly and Co.,LLY,0000059478,2023,Executive Vice President and Chief Financial Officer,,"1,030,769.00",0.00,0.00,0.00,"3,689,000.00",0.00,"1,865,692.00","951,950.00"
80,Eli Lilly and Co.,LLY,0000059478,2022,"$940,385",,"940,385.00",0.00,0.00,0.00,"3,135,000.00",0.00,"1,128,462.00",0.00
82,Progressive Corp.,PGR,0000080661,2024,Susan Patricia Griffith,,0.00,"1,044,231.00",0.00,"10,500,128.00",0.00,"4,646,827.00",0.00,"186,328.00"
82,Progressive Corp.,PGR,0000080661,2023,President and Chief Executive Officer,,"994,231.00",0.00,"10,000,106.00",0.00,"4,424,327.00",0.00,"217,954.00","15,636,618.00"
82,Progressive Corp.,PGR,0000080661,2022,President and Chief Executive Officer,,"950,000.00",0.00,"9,500,203.00",0.00,"2,042,501.00",0.00,"256,122.00","12,748,826.00"
82,Progressive Corp.,PGR,0000080661,2024,John P. Sauerland,,"730,962.00",0.00,"2,756,443.00",0.00,"1,951,667.00",0.00,"12,000.00","5,451,072.00"
82,Progressive Corp.,PGR,0000080661,2023,Vice President and Chief Financial Officer,,"697,115.00",0.00,"2,625,224.00",0.00,"1,861,298.00",0.00,"12,000.00","5,195,637.00"
82,Progressive Corp.,PGR,0000080661,2022,Vice President and Chief Financial Officer,,"672,116.00",0.00,"2,531,445.00",0.00,"867,029.00",0.00,"12,000.00","4,082,590.00"
82,Progressive Corp.,PGR,0000080661,2024,Patrick K. Callahan,,"676,539.00",0.00,"2,550,336.00",0.00,"1,806,357.00",0.00,"12,000.00","5,045,232.00"
82,Progressive Corp.,PGR,0000080661,2023,Personal Lines President,,"647,115.00",0.00,"2,437,619.00",0.00,"1,727,798.00",0.00,"12,000.00","4,824,532.00"
82,Progressive Corp.,PGR,0000080661,2022,Personal Lines President,,"622,115.00",0.00,"2,343,838.00",0.00,"802,529.00",0.00,"12,500.00","3,780,982.00"
82,Progressive Corp.,PGR,0000080661,2024,Karen B. Bailo,,"635,385.00",0.00,"1,600,150.00",0.00,"1,413,731.00",0.00,"12,000.00","3,661,266.00"
82,Progressive Corp.,PGR,0000080661,2023,Commercial Lines President,,"594,231.00",0.00,"1,500,148.00",0.00,"1,057,731.00",0.00,"12,000.00","3,164,110.00"
82,Progressive Corp.,PGR,0000080661,2022,Commercial Lines President,,"550,000.00",0.00,"1,375,024.00",0.00,"473,000.00",0.00,"12,000.00","2,410,024.00"
82,Progressive Corp.,PGR,0000080661,2024,John Murphy,,"602,116.00",0.00,"1,512,817.00",0.00,"1,071,766.00",0.00,"12,000.00","3,198,699.00"
82,Progressive Corp.,PGR,0000080661,2023,Claims President,,"576,539.00",0.00,"1,450,083.00",0.00,"1,026,239.00",0.00,"12,000.00","3,064,861.00"
82,Progressive Corp.,PGR,0000080661,2022,Claims President,,"550,000.00",0.00,"1,375,024.00",0.00,"473,000.00",0.00,"12,750.00","2,410,774.00"
83,Allstate Corp.,ALL,0000899051,2024,Thomas J. Wilson,"Chair, President","1,417,308.00",0.00,"11,899,608.00","4,736,259.00","8,003,038.00","596,827.00","91,255.00","26,744,295.00"
83,Allstate Corp.,ALL,0000899051,2023,Thomas J. Wilson,"Chair, President","1,385,000.00",0.00,"7,883,165.00","4,986,008.00","2,077,500.00",0.00,"156,284.00","16,487,957.00"
83,Allstate Corp.,ALL,0000899051,2022,Thomas J. Wilson,"Chair, President","1,385,000.00",0.00,"6,868,175.00","4,293,494.00","2,389,125.00",0.00,"69,207.00","15,005,001.00"
83,Allstate Corp.,ALL,0000899051,2024,Jesse Merten,Executive Vice,"805,096.00",0.00,"3,045,688.00","719,984.00","3,036,325.00","77,676.00","27,570.00","7,712,339.00"
83,Allstate Corp.,ALL,0000899051,2023,Jesse Merten,Executive Vice,"765,000.00",0.00,"1,451,458.00","918,005.00","478,125.00","65,351.00","26,970.00","3,704,909.00"
83,Allstate Corp.,ALL,0000899051,2022,Jesse Merten,Executive Vice,"594,178.00",0.00,"905,628.00","556,708.00","346,233.00","22,648.00","25,760.00","2,451,155.00"
83,Allstate Corp.,ALL,0000899051,2024,Mario Rizzo,"President,","875,000.00",0.00,"3,701,521.00","874,981.00","3,703,219.00","143,939.00","28,200.00","9,326,860.00"
83,Allstate Corp.,ALL,0000899051,2023,Mario Rizzo,"President,","870,192.00",0.00,"1,798,427.00","1,137,493.00","653,014.00","239,380.00","27,460.00","4,725,966.00"
83,Allstate Corp.,ALL,0000899051,2022,Mario Rizzo,"President,","793,750.00",0.00,"1,490,699.00","928,419.00","603,665.00",0.00,"26,250.00","3,842,783.00"
83,Allstate Corp.,ALL,0000899051,2024,John Dugenske,"President,","875,000.00",0.00,"3,146,346.00","743,747.00","3,291,750.00","90,368.00","27,360.00","8,174,571.00"
83,Allstate Corp.,ALL,0000899051,2023,John Dugenske,"President,","870,192.00",0.00,"1,798,427.00","1,137,493.00","653,014.00","89,737.00","26,760.00","4,575,623.00"
83,Allstate Corp.,ALL,0000899051,2022,John Dugenske,"President,","844,808.00",0.00,"1,705,240.00","1,065,994.00","729,077.00","86,745.00","25,760.00","4,457,624.00"
83,Allstate Corp.,ALL,0000899051,2024,Christine DeBiase,Executive Vice,"722,596.00",0.00,"1,827,444.00","432,014.00","2,102,922.00","47,594.00","37,617.00","5,170,187.00"
85,Walt Disney Co.,DIS,0001744489,2024,Robert A. Iger2Chief Executive Officer; Former Executive Chairman,,"1,000,000.00",0.00,"18,253,079.00","12,000,027.00","7,220,000.00","495,142.00","2,145,767.00","41,114,015.00"
85,Walt Disney Co.,DIS,0001744489,2023,Robert A. Iger2Chief Executive Officer; Former Executive Chairman,,"865,385.00",0.00,"16,103,421.00","10,000,027.00","2,140,000.00",0.00,"2,478,333.00","31,587,166.00"
85,Walt Disney Co.,DIS,0001744489,2022,Robert A. Iger2Chief Executive Officer; Former Executive Chairman,,"1,096,154.00",0.00,"4,670,521.00","2,395,104.00","4,370,000.00",0.00,"2,466,520.00","14,998,299.00"
85,Walt Disney Co.,DIS,0001744489,2024,Hugh F. Johnston3Chief Financial Officer,,"1,653,846.00","3,000,000.00","10,500,083.00","3,500,009.00","5,750,000.00",0.00,"84,735.00","24,488,673.00"
85,Walt Disney Co.,DIS,0001744489,2024,Kevin A. Lansberry4Former Interim Chief Financial Officer,,"826,721.00",0.00,"1,236,011.00","529,721.00","918,000.00","971,726.00","91,682.00","4,573,861.00"
85,Walt Disney Co.,DIS,0001744489,2023,Kevin A. Lansberry4Former Interim Chief Financial Officer,,"765,114.00",0.00,"1,383,396.00","592,861.00","1,000,000.00","169,497.00","96,049.00","4,006,917.00"
85,Walt Disney Co.,DIS,0001744489,2024,"Horacio E. GutierrezSenior Executive Vice President, Chief Legal and Compliance Officer",,"1,457,500.00",0.00,"7,606,255.00","2,350,027.00","4,310,000.00",0.00,"106,012.00","15,829,794.00"
85,Walt Disney Co.,DIS,0001744489,2023,"Horacio E. GutierrezSenior Executive Vice President, Chief Legal and Compliance Officer",,"1,322,500.00",0.00,"5,544,337.00","1,662,525.00","3,000,000.00",0.00,"123,073.00","11,652,435.00"
85,Walt Disney Co.,DIS,0001744489,2022,"Horacio E. GutierrezSenior Executive Vice President, Chief Legal and Compliance Officer",,"870,000.00","2,000,000.00","5,951,801.00","2,500,013.00","3,783,000.00",0.00,"93,194.00","15,198,008.00"
85,Walt Disney Co.,DIS,0001744489,2024,Sonia L. ColemanSenior Executive Vice President and Chief Human Resources Officer,,"881,250.00",0.00,"3,178,176.00","1,059,377.00","2,000,000.00","415,283.00","28,354.00","7,562,440.00"
85,Walt Disney Co.,DIS,0001744489,2023,Sonia L. ColemanSenior Executive Vice President and Chief Human Resources Officer,,"646,546.00",0.00,"1,827,251.00","209,028.00","1,250,000.00","73,971.00","25,277.00","4,032,073.00"
85,Walt Disney Co.,DIS,0001744489,2024,Kristina K. Schake5Senior Executive Vice President and Chief Communications Officer,,"797,550.00",0.00,"2,862,606.00","953,004.00","1,720,000.00",0.00,"95,515.00","6,428,675.00"
85,Walt Disney Co.,DIS,0001744489,2023,Kristina K. Schake5Senior Executive Vice President and Chief Communications Officer,,"755,346.00",0.00,"1,390,327.00","462,210.00","1,250,000.00",0.00,"114,188.00","3,972,071.00"
85,Walt Disney Co.,DIS,0001744489,2022,Kristina K. Schake5Senior Executive Vice President and Chief Communications Officer,,"361,250.00","1,500,000.00","2,132,366.00","913,287.00","1,320,000.00",0.00,"5,444.00","6,232,347.00"
86,Nike Inc.,NKE,0000320187,2025,Elliott Hill,President and Chief Executive Officer,"951,923.00",0.00,"4,000,000.00",0.00,"14,887,893.00",0.00,"5,832,678.00",0.00
86,Nike Inc.,NKE,0000320187,2025,Matthew FriendExecutive Vice President and Chief Financial Officer,,"1,250,000.00",0.00,0.00,0.00,"9,788,426.00",0.00,"3,048,046.00",0.00
86,Nike Inc.,NKE,0000320187,2024,Matthew FriendExecutive Vice President and Chief Financial Officer,,"1,298,077.00",0.00,0.00,0.00,"5,221,473.00",0.00,"2,878,629.00","975,000.00"
